"基金代號","基金簡稱","基金類型","基金中文名稱","基金英文名稱","標的指數/追蹤指數名稱","標的指數是否為客製化或需揭露相關資訊之指數","股票及債券投資比例說明","是否設有績效指標","績效指標中文名稱","績效指標英文名稱","是否包含國外成分股","基金統一編號","成立日期","上市日期","基金經理人","經理公司總機","經理公司地址","經理公司董事長","經理公司發言人","經理公司總經理","經理公司代理發言人","總代理人","發行單位數/轉換數","保管機構","保管機構電話","保管機構地址","備註",
="00774B",="新光中國政金綠債","國外成分證券指數股票型基金","新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF 證券投資信託基金","Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF","中債-10年期國債及政策銀行債綠色增強指數","否","不適用","不適用","不適用","不適用","是","74708917","108/01/25","108/02/27","王韻茹","(02)25071123","台北市中山區南京東路二段167號11樓","劉坤錫","陳文雄","陳文雄","吳文同","","          2,350,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00774C",="00774C","國外成份/加掛外幣證券指數股票型基金","新光全方位收益ETF傘型證券投資信託基金之新光中國10年期國債及政策金融附加綠債債券ETF證券投資信託基金-加掛人民幣ETF受益憑證-國外成份/加掛外幣證券指數股票型基金","Shin Kong 10 Years China Treasury Policy Bank Green Bond ETF RMB","中債-10年期國債及政策銀行債綠色增強指數","否","不適用","不適用","不適用","不適用","是","74708917","108/07/01","108/08/28","林怡君","(02)25071123","台北市中山區南京東路二段167號11樓","劉坤錫","陳文雄","陳文雄","吳文同","","          1,950,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00775B",="新光投等債15+","國外成分證券指數股票型基金","新光全方位收益ETF傘型證券投資信託基金之新光富時15年以上特選產業美元投資等級債券ETF證券投資信託基金","Shin Kong FTSE 15 Years Investment Grade USD Corporate Bond ETF","富時15年期以上投資等級債券指數","否","不適用","不適用","不適用","不適用","是","74708894","108/01/25","108/02/15","王韻茹","(02)25071123","台北市中山區南京東路二段167號11樓","劉坤錫","陳文雄","陳文雄","吳文同","","        233,600,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00776",="新光ICE美國權值","國外成分證券指數股票型基金","新光全方位收益ETF傘型證券投資信託基金之新光NYSE美國核心大型權值股ETF證券投資信託基金","Shin Kong NYSE US Core Large Cap ETF","NYSE 美國核心大型權值股指數","否","不適用","不適用","不適用","不適用","是","74708867","108/01/25","108/02/15","N/A","(02)25071123","台北市中山區南京東路二段167號11樓","劉坤錫","陳文雄","陳文雄","吳文同","","            100,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00783",="富邦中証500","國外成分證券指數股票型基金","富邦多元收益ⅡETF傘型證券投資信託基金之富邦中國中証中小500ETF證券投資信託基金","Fubon China CSI 500 Index ETF","中証小盤500指數","否","不適用","不適用","不適用","不適用","是","74721518","108/03/20","108/03/27","陳又又吉","(02)8771-6688","台北市敦化南路一段108號8樓","黃昭棠","黃昭棠","林欣怡","林欣怡","富邦證券投資信託股份有限公司","         15,031,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="0080",="琱什","境外指數股票型基金","琤洰股指數股票型基金","HANG SENG H-SHARE INDEX ETF","琤洰股指數","","不適用","不適用","不適用","不適用","是","22102255","092/11/19","098/08/14","琤竻賳篝瑊z有限公司","(02)23257888","台北市敦化南路二段99號24樓","馮孝忠","陳如中","馮孝忠","李珮瑜","匯豐中華證券投資信託股份有限公司","            500,000","匯豐中華證券投資信託股份有限公","(02)23257888","台北市敦化南路二段99號24樓","",
="0081",="畯輕","境外指數股票型基金","琤肏數股票型基金","HANG SENG INDEX ETF","琤肏數","","不適用","不適用","不適用","不適用","是","22102255","093/09/13","098/08/14","琤竻賳篝瑊z有限公司","(02)23257888","台北市敦化南路二段99號24樓","馮孝忠","陳如中","馮孝忠","李珮瑜","匯豐中華證券投資信託股份有限公司","            250,000","匯豐中華證券投資信託股份有限公","(02)23257888","台北市敦化南路二段99號24樓","",
="008201",="BP上證50","境外指數股票型基金","標智上證50中國指數基金(本基金配息來源可能為本金)","W.I.S.E. - SSE 50 China Tracker","上證50指數","","不適用","不適用","不適用","不適用","是","70806514","098/04/09","099/12/08","中銀國際英國保誠資產","(02)2181-5678","台北市中山區明水路698號","丁紹曾","張慈恩","張慈恩","吳麗真","凱基證券投資信託股份有限公司","            349,100","凱基證券股份有限公司股務代理部","2389-2999","台北市重慶南路1段2號5樓","",
="00830",="國泰費城半導體","國外成分證券指數股票型基金","國泰大三元ETF傘型證券投資信託基金之美國費城半導體證券投資信託基金","Cathay U.S. PHLX Semiconductor Sector ETF","美國費城半導體指數","否","不適用","不適用","不適用","不適用","是","75968002","108/04/23","108/05/03","游日傑","0227008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","        699,465,000","台灣集中保管結算所股份有限公司","0227195805","台北市復興北路363號11樓","",
="00850",="元大臺灣ESG永續","國內成分證券指數股票型基金","元大臺灣ESG永續ETF證券投資信託基金","Yuanta FTSE4Good TIP Taiwan ESG ETF","臺灣永續指數","否","不適用","不適用","不適用","不適用","否","76322163","108/08/15","108/08/23","邱鉦淵","(02)27175555","臺北市松山區敦化南路1段66號1樓、4樓、5樓及68號2樓之1","劉宗聖","陳沛宇","陳沛宇","林瑞源","","        429,944,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00851",="台新全球AI","國外成分證券指數股票型基金","台新SG全球AI機器人精選ETF證券投資信託基金","Taishin SG Global AI and Robotics Select ETF","SG全球AI機器人精選指數","是","不適用","不適用","不適用","不適用","是","76321684","108/07/30","108/08/12","黃鈺民","2501-3838","台北市中山區德惠街9-1號1樓","鄭貞茂","葉柱均","葉柱均","NA","","          6,525,000","台灣集中保管結算所股份有限公司","27195805","台北市復興北路363號11樓","",
="00852L",="國泰美國道瓊正2","槓桿/反向指數股票型基金","國泰道瓊工業平均指數單日正向2倍證券投資信託基金","Cathay DJIA Daily Leveraged 2X ETF","道瓊斯工業平均單日正向2倍指數","否","不適用","不適用","不適用","不適用","是","76325112","108/08/15","108/08/22","蘇鼎宇","02-27008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","         25,365,000","台灣集中保管結算所股份有限公司","02-27195805","台北市復興北路363號11樓","",
="00861",="元大全球未來通訊","國外成分證券指數股票型基金","元大全球未來通訊ETF證券投資信託基金","Yuanta Global NextGen Communications ETF","ICE FactSet 全球未來通訊指數","是","不適用","不適用","不適用","不適用","是","76347684","108/11/11","108/11/19","楊貽甯","02-27175555","臺北市松山區敦化南路1段66號1樓、4樓、5樓及68號2樓之1","劉宗聖","陳沛宇","陳沛宇","林瑞源","","         90,412,000","臺灣集中保管結算所股份有限公司","02-27195805","台北市復興北路363號11樓","",
="00865B",="國泰US短期公債","國外成分證券指數股票型基金","國泰美國收益傘型證券投資信託基金之美國短期公債ETF證券投資信託基金","Cathay US Short Term Treasury ETF","彭博美國短期公債收益指數","否","不適用","不適用","不適用","不適用","是","76355987","108/11/15","108/11/25","鄭立誠","02-27008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","         16,244,000","台灣集中保管結算所股份有限公司","02-27195805","台北市復興北路363號11樓","",
="00866",="新光Shiller CAPE","國外成分證券指數股票型基金","新光優質收益ETF傘型證券投資信託基金之新光Shiller Barclays CAPE&#174;美國產業價值投資ETF證券投資信託基金","Shin Kong Shiller Barclays CAPE&#174; US Sector Value ETF","Shiller Barclays CAPE&#174;美國產業價值投資指數","否","不適用","不適用","不適用","不適用","是","76492547","108/11/08","108/11/19","N/A","(02)25071123","台北市中山區南京東路二段167號11樓","劉坤錫","陳文雄","陳文雄","吳文同","","          1,229,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00875",="國泰網路資安ETF","國外成分證券指數股票型基金","國泰網路資安ETF證券投資信託基金","Cathay Cyber Security ETF","納斯達克ISE 全球網路資安指數","否","不適用","不適用","不適用","不適用","是","77060531","109/03/23","109/03/30","游日傑","0227008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","         14,988,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00876",="元大全球5G(原名:元大未來關鍵科技)","國外成分證券指數股票型基金","元大全球5G關鍵科技ETF證券投資信託基金(原名:元大全球未來關鍵科技ETF證券投資信託基金)","Yuanta Global 5G & NexGen Telecommunication Components ETF","iSTOXX全球5G關鍵科技指數","是","不適用","不適用","不適用","不適用","是","77549343","109/06/22","109/07/07","李政剛","(02)27175555","臺北市松山區敦化南路1段66號1樓、4樓、5樓及68號2樓之1","劉宗聖","陳沛宇","陳沛宇","林瑞源","","        105,024,000","臺灣集中保管結算股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00878",="國泰永續高股息","國內成分證券指數股票型基金","國泰台灣高股息傘型證券投資信託基金之台灣ESG永續高股息ETF證券投資信託基金","Cathay MSCI Taiwan ESG Sustainability High Dividend Yield ETF","MSCI臺灣ESG永續高股息精選30指數","是","不適用","不適用","不適用","不適用","否","88090913","109/07/10","109/07/20","鍾郁婕","02-27008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","     17,252,290,000","台灣集中保管結算所股份有限公司","02-27195805","台北市復興北路363號11樓","",
="00881",="國泰台灣5G PLUS ETF基金","國內成分證券指數股票型基金","國泰台灣5G PLUS ETF證券投資信託基金","Cathay Taiwan 5G PLUS ETF","臺灣指數公司特選臺灣上市上櫃FactSet 5G+通訊指數","是","不適用","不適用","不適用","不適用","否","88114133","109/12/01","109/12/10","蘇鼎宇","02-27008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","      2,472,903,000","台灣集中保管結算所股份有限公司","02-27195805","台北市復興北路363號11樓","",
="00882",="中信中國高股息","國外成分證券指數股票型基金","中國信託全球收益ETF傘型證券投資信託基金之中國信託琤秅什穈牧悎余TF證券投資信託基金","CTBC Hang Seng China High Dividend Yield ETF","琤秅什穈牧悎妓v指數","是","不適用","不適用","不適用","不適用","是","88134187","110/01/27","110/02/04","葉松炫","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","      3,025,349,000","兆豐國際商業銀行股份有限公司","02-2563-3156","臺北市中山區吉林路100號11樓","",
="00885",="富邦越南","國外成分證券指數股票型基金","富邦富時越南ETF證券投資信託基金","Fubon FTSE Vietnam ETF","富時越南30指數","否","不適用","不適用","不適用","不適用","是","88173189","110/03/30","110/04/19","陳仲愷","(02)8771-6688","台北市敦化南路一段108號8樓","黃昭棠","黃昭棠","林欣怡","林欣怡","富邦證券投資信託股份有限公司","      1,640,238,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="00891",="中信關鍵半導體","國內成分證券指數股票型基金","中國信託臺灣ESG永續關鍵半導體ETF證券投資信託基金","CTBC Taiwan ESG Leading Semiconductor ETF","NYSE FactSet 臺灣ESG永續關鍵半導體指數","是","不適用","不適用","不適用","不適用","否","88182265","110/05/20","110/05/28","張圭慧","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","      1,057,090,000","永豐商業銀行股份有限公司","02-2505-9999","臺北市中山區南京東路3段36號","",
="00892",="富邦台灣半導體","國內成分證券指數股票型基金","富邦台灣核心半導體ETF證券投資信託基金","Fubon ICE FactSet Taiwan Core Semiconductor ETF","NYSE FactSet台灣核心半導體指數","是","不適用","不適用","不適用","不適用","否","88183736","110/06/02","110/06/10","陳又又吉","(02)8771-6688","台北市敦化南路一段108號8樓","黃昭棠","黃昭棠","林欣怡","林欣怡","富邦證券投資信託股份有限公司","        348,792,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="00893",="國泰智能電動車","國外成分證券指數股票型基金","國泰全球智能電動車ETF證券投資信託基金","Cathay Global Autonomous EV ETF","NYSE FactSet 全球智能電動車指數","是","不適用","不適用","不適用","不適用","是","88185256","110/06/21","110/07/01","游日傑","0227008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","        535,884,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00894",="中信小資高價30","國內成分證券指數股票型基金","中國信託特選小資高價30ETF證券投資信託基金","CTBC TIP Customized Investor Movement Aristocrats 30ETF","臺灣指數公司特選小資高價30指數","是","不適用","不適用","不適用","不適用","否","88195183","110/08/05","110/08/13","韓聖弘","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","         87,009,000","合作金庫商業銀行股份有限公司","02-2173-8888","臺北市松山區長安東路二段225號","",
="00895",="富邦未來車","國外成分證券指數股票型基金","富邦未來車ETF證券投資信託基金","Fubon MSCI ACWI IMI Select Future Mobility Top 30 Capped ETF","MSCI ACWI IMI 精選未來車30指數","是","不適用","不適用","不適用","不適用","是","88194950","110/08/02","110/08/12","王素珍","(02)8771-6688","台北市敦化南路一段108號8樓","史綱","史綱","林欣怡","林欣怡","富邦證券投資信託股份有限公司","        215,416,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="00896",="中信綠能及電動車","國內成分證券指數股票型基金","中國信託臺灣綠能及電動車ETF證券投資信託基金","CTBC TIP Customized Taiwan Green Energy and Electric Vehicles ETF","臺灣指數公司特選臺灣上市上櫃綠能及電動車指數","是","不適用","不適用","不適用","不適用","否","88231049","110/09/09","110/09/16","張苡琤","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","        220,380,000","永豐商業銀行股份有限公司","02-2505-9999","臺北市中山區南京東路3段36號","",
="00897",="富邦基因免疫生技","國外成分證券指數股票型基金","富邦基因免疫生技ETF證券投資信託基金","Fubon NYSE FactSet Global Genomics and Immuno Biopharma ETF","NYSE FactSet 全球基因免疫生技指數","否","不適用","不適用","不適用","不適用","是","88234242","110/09/24","110/10/04","陳婉寧","(02)8771-6688","台北市敦化南路一段108號8樓","史綱","史綱","林欣怡","林欣怡","富邦證券投資信託股份有限公司","        206,512,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="00898",="國泰全球基因免疫與醫療革命ETF基金","國外成分證券指數股票型基金","國泰全球基因免疫與醫療革命ETF證券投資信託基金","Solactive Global Genomics Immunology and medical revolution index","Solactive全球基因免疫與醫療革命指數","是","不適用","不適用","不適用","不適用","是","88237803","110/11/11","110/11/22","游日傑","0227008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","        222,476,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00899",="FT潔淨能源(原名:富蘭克林潔淨能源)","國外成分證券指數股票型基金","富蘭克林華美全球潔淨能源ETF證券投資信託基金","Franklin Templeton SinoAm Global Clean Energy ETF","標普全球潔淨能源精選指數","是","不適用","不適用","不適用","不適用","是","88251656","111/01/12","111/01/21","洪慧珊","02-2781-9599","106台北市大安區忠孝東路四段87號12樓","黃書明","王亞立","王亞立","無","","         33,135,000","臺灣集中保管結算所股份有限公司","02-2719-5805","台北市復興北路363號11樓","",
="00900",="富邦特選高股息30","國內成分證券指數股票型基金","富邦特選台灣高股息30 ETF證券投資信託基金","Fubon Taiwan Index high dividend 30 ETF","臺灣指數公司特選臺灣上市上櫃高股息30指數","是","不適用","不適用","不適用","不適用","否","88254540","110/12/14","110/12/22","黃煜翔","(02)8771-6688","台北市敦化南路一段108號8樓","黃昭棠","黃昭棠","林欣怡","林欣怡","富邦證券投資信託股份有限公司","      1,946,525,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108樓8樓","",
="00901",="永豐智能車供應鏈","國內成分證券指數股票型基金","永豐台灣智能車供應鏈ETF證券投資信託基金","SinoPac Taiwan Electric Vehicle Supply Chain ETF","臺灣指數公司特選上市上櫃臺灣智能車供應鏈聯盟指數","是","不適用","不適用","不適用","不適用","否","88255098","110/12/06","110/12/15","林永祥","(02)2361-8110","100台北市博愛路17號13樓及14樓","陳思寬","陳傳毅","濮樂偉","王麗君","","         80,849,000","永豐證券投資信託股份有限公司","(02)2361-8110","100台北市博愛路17號13樓及14樓","",
="00902",="中信電池及儲能","國外成分證券指數股票型基金","中國信託電池及儲能科技ETF證券投資信託基金","CTBC Battery and Energy Storage Technology ETF","NYSE FactSet 電池與儲能科技指數","是","不適用","不適用","不適用","不適用","是","88261134","111/01/18","111/01/25","施絜心","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","        508,497,000","華南商業銀行股份有限公司","02-2371-3111","臺北市信義區松仁路123號","",
="00903",="富邦元宇宙","國外成分證券指數股票型基金","富邦元宇宙ETF證券投資信託基金","Fubon Solactive Metaverse ETF","Solactive元宇宙指數","是","不適用","不適用","不適用","不適用","是","88261140","111/01/14","111/01/24","王辰方","(02)8771-6688","台北市敦化南路一段108號8樓","史綱","史綱","林欣怡","林欣怡","富邦證券投資信託股份有限公司","        114,721,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="00904",="新光臺灣半導體30","國內成分證券指數股票型基金","新光臺灣全市場半導體精選30ETF證券投資信託基金","Shin Kong TIP Taiwan Semiconductor 30 ETF","臺灣指數公司臺灣全市場半導體精選30指數","否","不適用","不適用","不適用","不適用","否","88265048","111/02/23","111/03/07","王韻茹","(02)25071123","台北市中山區南京東路二段167號11樓","劉坤錫","陳文雄","陳文雄","吳文同","","        103,112,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00905",="FT臺灣Smart","國內成分證券指數股票型基金","富蘭克林華美臺灣Smart ETF證券投資信託基金","Franklin Templeton SinoAm Taiwan Smart ETF","臺灣指數公司特選Smart多因子指數","是","不適用","不適用","不適用","不適用","否","88266320","111/04/13","111/04/21","王紹宇","(02)27819599","106台北市大安區忠孝東路四段87號12樓","黃書明","王亞立","王亞立","無","無","        513,327,000","臺灣集中保管結算所股份有限公司","(02)27195805","&#160;台北市復興北路363號11樓","",
="00906",="大華元宇宙科技50","國外成分證券指數股票型基金","大華銀元宇宙科技與服務ETF證券投資信託基金","United Metaverse Technology and Services ETF","Solactive元宇宙科技與服務指數","","不適用","不適用","不適用","不適用","是","88281125","111/05/06","111/05/17","鄭翰紘","(02)2719-7005","臺北市松山區民生東路三段109號15樓","張文傑","張耿豪","王政修","無","無","          1,271,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00907",="永豐優息存股","國內成分證券指數股票型基金","永豐台灣優選入息存股ETF證券投資信託基金","SinoPac Taiwan Superior Dividend Highlight Stocks ETF","臺灣指數公司特選臺灣優選入息存股指數","是","不適用","不適用","不適用","不適用","否","88313702","111/05/17","111/05/24","林永祥","(02)2361-8110","100台北市博愛路17號13樓及14樓","陳思寬","陳傳毅","濮樂偉","王麗君","","        319,633,000","永豐證券投資信託股份有限公司","(02)2361-8110","100台北市博愛路17號13樓及14樓","",
="00908",="富邦入息REITs+","國外成分證券指數股票型基金","富邦全球入息不動產與基礎建設ETF證券投資信託基金","Fubon Global Dividend REITs and Infrastructure ETF","全球入息不動產與基礎建設指數","是","不適用","不適用","不適用","不適用","是","88313560","111/05/10","111/05/20","蘇筱婷","(02)8771-6688","台北市敦化南路一段108號8樓","史綱","史綱","林欣怡","林欣怡","富邦證券投資信託股份有限公司","         40,916,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="00909",="國泰全球數位支付服務ETF基金","國外成分證券指數股票型基金","國泰全球數位支付服務ETF證券投資信託基金","Cathay Global Digital Payment Services ETF","Solactive全球數位支付服務指數","是","不適用","不適用","不適用","不適用","是","88317046","111/07/01","111/07/13","游凱卉","02-27008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","        141,204,000","台灣集中保管結算所股份有限公司","02-27195805","台北市復興北路363號11樓","",
="00910",="第一金太空衛星","國外成分證券指數股票型基金","第一金太空衛星ETF證券投資信託基金","FSITC Aerospace and Satellite ETF","太空衛星指數","是","不適用","不適用","不適用","不適用","是","88316551","111/07/12","111/07/20","曾萬勝","02-2504-1000","台北市10477民權東路三段6號7樓","尤昭文","林雅菁","廖文偉","何芮凝","無","         18,439,000","臺灣集中保管結算所股份有限公司","02-2719-5805","台北市復興北路363號11樓","",
="00911",="兆豐洲際半導體","國外成分證券指數股票型基金","兆豐洲際半導體ETF證券投資信託基金","Mega ICE Semiconductor ETF","洲際半導體指數","否","不適用","不適用","不適用","不適用","是","88317812","111/06/17","111/06/27","吳朋鴻","21758388","台北市松山區復興北路167號17樓","陳佩君","黃大川","黃大川","謝秀瑛","無","         30,903,000","兆豐國際證券投資信託股份有限公","21758388","台北市松山區復興北路167號17樓","",
