"基金代號","基金簡稱","基金類型","基金中文名稱","基金英文名稱","標的指數/追蹤指數名稱","標的指數是否為客製化或需揭露相關資訊之指數","股票及債券投資比例說明","是否設有績效指標","績效指標中文名稱","績效指標英文名稱","是否包含國外成分股","基金統一編號","成立日期","上市日期","基金經理人","經理公司總機","經理公司地址","經理公司董事長","經理公司發言人","經理公司總經理","經理公司代理發言人","總代理人","發行單位數/轉換數","保管機構","保管機構電話","保管機構地址","備註",
="00912",="中信臺灣智慧50","國內成分證券指數股票型基金","中國信託臺灣智慧50ETF證券投資信託基金","CTBC TIP Customized Taiwan Smart Factor 50 ETF","臺灣指數公司特選臺灣上市上櫃智慧50指數","是","不適用","不適用","不適用","不適用","否","88319403","111/06/22","111/06/29","張嘉祐","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","         78,753,000","彰化商業銀行股份有限公司","02-2536-2951","臺北市中山區中山北路二段57號","",
="00913",="兆豐台灣晶圓製造ETF","國內成分證券指數股票型基金","兆豐特選台灣晶圓製造 ETF證券投資信託基金","Mega Taiwan Wafer Manufacture ETF","臺灣晶圓製造指數","是","不適用","不適用","不適用","不適用","否","88321560","111/08/01","111/08/08","吳朋鴻","(02)21758388","台北市松山區復興北路167號17樓","陳佩君","黃大川","黃大川","謝秀瑛","無","         12,766,000","兆豐國際證券投資信託股份有限公","(02)21758388","台北市松山區復興北路167號17樓","",
="00915",="凱基優選高股息30","國內成分證券指數股票型基金","凱基台灣優選高股息30ETF證券投資信託基金","KGI Taiwan Premium Selection High Dividend 30 ETF","臺灣指數公司特選臺灣上市上櫃多因子優選高股息30指數","是","不適用","不適用","不適用","不適用","否","88324665","111/08/01","111/08/09","施政廷","(02)2181-5678","台北市中山區明水路698號","丁紹曾","張慈恩","張慈恩","無","","      1,697,483,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00916",="國泰全球品牌50","國外成分證券指數股票型基金","國泰全球品牌50ETF證券投資信託基金","Cathay Global Top 50 Brands ETF","NYSE FactSet 全球品牌50指數","是","不適用","不適用","不適用","不適用","是","88325405","111/09/16","111/09/26","李翰林","(02)27008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","         79,919,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00917",="中信特選金融","國外成分證券指數股票型基金","中國信託特選金融及數據ETF證券投資信託基金","CTBC Selected Financials and Data Industry ETF","NYSE FactSet 特選金融及數據指數","是","不適用","不適用","不適用","不適用","是","88326299","111/08/18","111/08/26","張苡琤","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","         32,978,000","永豐商業銀行股份有限公司","02-2505-9999","臺北市中山區南京東路3段36號","",
="00918",="大華優利高填息30 ETF","國內成分證券指數股票型基金","大華銀台灣優選股利高填息30ETF證券投資信託基金","United Taiwan High Dividend Recovery ETF","特選台灣優利高填息30指數","是","不適用","不適用","不適用","不適用","否","88329556","111/11/15","111/11/24","楊斯淵","(02)2719-7005","臺北市松山區民生東路三段109號16樓","張文傑","張耿豪","王政修","無","無","      2,911,264,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","無",
="00919",="群益台灣精選高息","國內成分證券指數股票型基金","群益台灣精選高息ETF證券投資信託基金","CAPITAL TIP CUSTOMIZED TAIWAN SELECT HIGH DIVIDEND EXCHANGE TRADED FUND","臺灣指數公司特選臺灣上市上櫃精選高息指數","是","不適用","不適用","不適用","不適用","否","88330879","111/10/13","111/10/20","謝明志","(02)27067688","台北市大安區敦化南路二段69號15樓","賴政昇","林慧玟","陳明輝","無","無","     13,276,135,000","群益證券投資信託股份有限公司","(02)27067688","台北市大安區敦化南路二段69號15樓","",
="00920",="富邦ESG綠色電力","國外成分證券指數股票型基金","富邦全球ESG綠色電力ETF證券投資信託基金","Fubon Global ESG Green Energy ETF","NYSE  FactSet 全球綠能ESG指數","是","不適用","不適用","不適用","不適用","是","88332996","111/10/12","111/10/20","洪珮甄","(02)8771-6688","台北市敦化南路一段108號8樓","史綱","史綱","林欣怡","林欣怡","富邦證券投資信託股份有限公司","         12,280,000","富邦證券投資信託股份有限公司","(02)8771-6688","台北市敦化南路一段108號8樓","",
="00921",="兆豐龍頭等權重","國內成分證券指數股票型基金","兆豐台灣產業龍頭存股等權重ETF證券投資信託基金","Mega Taiwan Market Leader EW ETF","特選臺灣產業龍頭存股等權重指數","是","不適用","不適用","不適用","不適用","否","88351249","112/01/04","112/01/13","吳朋鴻","(02)21758388","台北市松山區復興北路167號17樓","陳佩君","黃大川","黃大川","謝秀瑛","無","        163,270,000","兆豐國際證券投資信託股份有限公司","(02)21758388","台北市松山區復興北路167號17樓","",
="00922",="國泰台灣領袖 50","國內成分證券指數股票型基金","國泰台灣領袖 50 ETF 證券投資信託基金","Cathay MSCI Taiwan Leaders 50 Select ETF","MSCI台灣領袖50精選指數","是","不適用","不適用","不適用","不適用","否","88385923","112/03/16","112/03/27","蘇鼎宇","(02)27008399","台北市大安區敦化南路二段39號6樓","張錫","吳惠君","張雍川","張永輝","國泰證券投資信託股份有限公司","        956,186,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00923",="群益台ESG低碳50","國內成分證券指數股票型基金","群益台灣ESG低碳50ETF證券投資信託基金","CAPITAL TIP CUSTOMIZED TAIWAN ESG LOW CARBON 50 EXCHANGE TRADED FUND","臺灣指數公司特選臺灣ESG低碳50指數","是","不適用","不適用","不適用","不適用","否","88385901","112/02/24","112/03/08","洪祥益","(02)27067688","台北市大安區敦化南路二段69號15樓","賴政昇","林慧玟","陳明輝","無","無","        850,923,000","群益證券投資信託股份有限公司","(02)27067688","台北市大安區敦化南路二段69號15樓","",
="00924",="復華S&amp;P500成長","國外成分證券指數股票型基金","復華美國標普500成長ETF證券投資信託基金","Fuh Hwa US S&P 500 Growth ETF","標普500成長指數","否","不適用","不適用","不適用","不適用","是","88391777","112/04/12","112/04/26","吳允翔","(02)8161-6800","臺北市中山區八德路２段３０８號７樓、８樓及９樓","杜俊雄","張偉智","張偉智","無","","        226,103,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00925",="新光標普電動車","國外成分證券指數股票型基金","新光標普電動車ETF證券投資信託基金","Shin Kong S&P Electric Vehicles ETF","標普Kensho電動車市值加權指數","否","不適用","不適用","不適用","不適用","是","88392728","112/03/31","112/04/18","劉恆誌","(02)25071123","台北市中山區南京東路二段167號11樓","劉坤錫","陳文雄","陳文雄","吳文同","","          5,751,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00926",="凱基全球菁英55","國外成分證券指數股票型基金","凱基全球菁英55 ETF證券投資信託基金","KGI Global Industry Elite 55 ETF","彭博全球菁英 55 指數","是","不適用","不適用","不適用","不適用","是","88396230","112/05/26","112/06/02","楊哲宇","(02)2181-5678","台北市中山區明水路698號","丁紹曾","張慈恩","張慈恩","無","","        125,482,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00927",="群益半導體收益","國內成分證券指數股票型基金","群益台灣半導體收益ETF證券投資信託基金","CAPITAL TIP CUSTOMIZED TAIWAN SEMICONDUCTOR DIVIDEND YIELD EXCHANGE TRADED FUND","臺灣指數公司特選臺灣上市上櫃半導體收益指數","是","不適用","不適用","不適用","不適用","否","88397435","112/05/29","112/06/06","謝明志","(02)2706-7688","台北市大安區敦化南路二段69號15樓","賴政昇","林慧玟","陳明輝","無","無","        790,897,000","群益證券投資信託股份有限公司","(02)27067688","台北市大安區敦化南路二段69號15樓","",
="00929",="復華台灣科技優息","國內成分證券指數股票型基金","復華台灣科技優息ETF證券投資信託基金","Fuh Hwa Taiwan Technology Dividend Highlight ETF","臺灣指數公司特選臺灣上市上櫃科技優息指數","是","不適用","不適用","不適用","不適用","否","88399314","112/06/01","112/06/09","許忠成","(02)8161-6800","台北市八德路二段308號8樓","杜俊雄","張偉智","張偉智","無","","     12,431,139,000","&#160;臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00930",="永豐ESG低碳高息","國內成分證券指數股票型基金","永豐台灣ESG低碳高息40ETF證券投資信託基金","SinoPac Taiwan ESG Low Carbon High Dividend ETF","臺灣指數公司特選臺灣上市上櫃ESG低碳高息40指數","是","不適用","不適用","不適用","不適用","否","93104629","112/07/07","112/07/13","王俞淳","(02)2361-8110","100台北市博愛路17號13樓及14樓","陳思寬","陳傳毅","濮樂偉","王麗君","","        475,779,000","永豐證券投資信託股份有限公司","(02)2361-8110","100台北市博愛路17號13樓及14樓","",
="00932",="兆豐永續高息等權","國內成分證券指數股票型基金","兆豐台灣ESG永續高股息等權重ETF證券投資信託基金","Mega Taiwan ESG High Dividend Equal Weight ETF","臺灣ESG永續高股息等權重指數","是","不適用","不適用","不適用","不適用","否","93111473","112/08/22","112/09/01","吳朋鴻","(02)21758388","台北市松山區復興北路167號17樓","陳佩君","黃大川","黃大川","謝秀瑛","無","        460,283,000","兆豐國際證券投資信託股份有限公司","(02)21758388","台北市松山區復興北路167號17樓","",
="00934",="中信成長高股息","國內成分證券指數股票型基金","中國信託臺灣優選成長高股息ETF證券投資信託基金","CTBC TIP Customized Taiwan Growth and High Dividend ETF","臺灣指數公司特選臺灣上市上櫃優選成長高股息指數","是","不適用","不適用","不適用","不適用","否","93150242","112/10/25","112/11/01","張圭慧","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","      1,234,026,000","第一商業銀行股份有限公司","02-2348-1111","臺北市中正區重慶南路一段30號","",
="00935",="野村臺灣新科技50","國內成分證券指數股票型基金","野村臺灣創新科技50 ETF證券投資信託基金","NEXT FUNDS – Nomura Taiwan Innovative Technology 50 ETF","臺灣指數公司特選臺灣上市上櫃FactSet創新科技50指數","是","不適用","不適用","不適用","不適用","否","93151376","112/10/23","112/11/01","林怡君","(02)8101-5501","台北市信義區信義路五段7號30樓","毛昱文","白曼德","白曼德","賴峰彰","","        383,504,000","野村證券投資信託股份有限公司","(02)81015501","台北市信義區信義路五段7號30樓","",
="00936",="台新永續高息中小型ETF","國內成分證券指數股票型基金","台新臺灣永續高息中小型ETF證券投資信託基金","Taishin TIP Customized Taiwan ESG High Dividend Small/Mid-Cap ETF","台灣永續高息中小型指數","是","不適用","不適用","不適用","不適用","否","93150593","112/10/30","112/11/08","黃鈺民","02-25013838","104台北市中山區德惠街9-1號1樓","鄭貞茂","葉柱均","葉柱均","NA","NA","      1,100,797,000","台灣集中保管結算所股份有限公司","27195805","台北市復興北路363號11樓","",
="00938",="凱基優選30","國內成分證券指數股票型基金","凱基台灣優選30 ETF證券投資信託基金","KGI Taiwan Premium Selection 30 ETF","臺灣指數公司特選臺灣上市上櫃優選多因子30指數","是","不適用","不適用","不適用","不適用","否","93159187","113/10/14","113/10/23","施政廷","(02)2181-5678","台北市中山區明水路698號","丁紹曾","張慈恩","張慈恩","無","","        248,516,000","臺灣集中保管結算所股份有限公司","0227195805","台北市復興北路363號11樓","",
="00939",="統一台灣高息動能ETF基金","國內成分證券指數股票型基金","統一台灣高息動能ETF證券投資信託基金","UPAMC Taiwan High Dividend Momentum ETF","特選臺灣高息動能指數","是","不適用","不適用","不適用","不適用","否","93168221","113/03/08","113/03/20","林良一","02-2747-8388","台北市松山區東興路8號8樓","鄧潤澤","董永寬","董永寬","董永寬","","      3,003,476,000","統一證券投資信託股份有限公司","02-2747-8388","台北市松山區東興路8號8樓","",
="00940",="元大台灣價值高息","國內成分證券指數股票型基金","元大臺灣價值高息ETF證券投資信託基金","Yuanta Taiwan Value High Dividend ETF","臺灣指數公司特選臺灣價值高息指數","是","不適用","不適用","不適用","不適用","否","93176257","113/03/18","113/04/01","邱鉦淵","(02)27175555","臺北市松山區敦化南路1段66號1樓、4樓、5樓及68號2樓之1","劉宗聖","陳沛宇","陳沛宇","林瑞源","","     16,162,365,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00941",="中信上游半導體","國外成分證券指數股票型基金","中國信託上游半導體ETF證券投資信託基金","CTBC Upstream Semiconductor ETF","NYSE FactSet 上游半導體指數","是","不適用","不適用","不適用","不適用","是","93176279","113/03/06","113/03/15","葉松炫","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","      1,291,291,000","第一商業銀行股份有限公司","02-2348-1111","臺北市中正區重慶南路一段30號","",
="00943",="兆豐電子高息等權","國內成分證券指數股票型基金","兆豐台灣電子成長高息等權重ETF證券投資信託基金","Mega Taiwan IT Growth and High Dividend Equal Weight ETF","臺灣電子成長高息等權重指數","是","不適用","不適用","不適用","不適用","否","93211796","113/05/09","113/05/20","吳朋鴻","(02)21758388","台北市松山區復興北路167號17樓","陳佩君","黃大川","黃大川","謝秀瑛","無","        162,389,000","兆豐國際證券投資信託股份有限公司","(02)21758388","台北市松山區復興北路167號17樓","",
="00944",="野村趨勢動能高息","國內成分證券指數股票型基金","野村臺灣趨勢動能高股息ETF證券投資信託基金","NEXT FUNDS – Nomura Taiwan Momentum High Dividend ETF","臺灣指數公司特選臺灣上市上櫃FactSet臺灣趨勢動能高股息指數","是","不適用","不適用","不適用","不適用","否","93212660","113/04/29","113/05/09","林怡君","(02)8101-5501","台北市信義區信義路五段7號30樓","毛昱文","白曼德","白曼德","賴峰彰","","        177,081,000","野村證券投資信託股份有限公司","(02)8101-5501","台北市信義區信義路五段7號30樓","",
="00945B",="凱基美國非投等債","國外成分證券指數股票型基金","凱基美國優選收益非投資等級債券ETF證券投資信託基金","KGI US Premium Selection High Yield Bond ETF","彭博美國企業非投資等級1-5年Ba至B債券指數","是","不適用","不適用","不適用","不適用","是","93213801","113/04/22","113/05/02","鄭翰紘","(02)2181-5678","台北市中山區明水路698號","丁紹曾","張慈恩","張慈恩","張慈恩","無","        778,818,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","台北市復興北路363號11樓","",
="00946",="群益科技高息成長","國內成分證券指數股票型基金","群益台灣科技高息成長ETF證券投資信託基金","CAPITAL TAIWAN TECH HIGH DIVIDEND AND GROWTH ETF","臺灣指數公司特選臺灣上市上櫃科技高息成長指數","是","不適用","不適用","不適用","不適用","否","93215250","113/04/29","113/05/09","洪祥益","(02)2706-7688","台北市大安區敦化南路二段69號15樓","賴政昇","林慧玟","陳明輝","無","無","      1,423,746,000","群益證券投資信託股份有限公司","0227067688","台北市大安區敦化南路二段69號15樓","",
="00947",="台新臺灣IC設計動能ETF基&#63754;","國內成分證券指數股票型基金","台新臺灣IC設計動能ETF證券投資信託基&#63754;","Taishin Taiwan IC Design and Momentum ETF","台灣IC設計動能指數","是","不適用","不適用","不適用","不適用","否","93216764","113/05/31","113/06/12","黃鈺民","02-25013838","104台北市中山區德惠街9-1號1樓","鄭貞茂","葉柱均","葉柱均","NA","NA","        204,864,000","台灣集中保管結算所股份有限公司","27195805","台北市復興北路363號11樓","",
="00949",="復華日本龍頭","國外成分證券指數股票型基金","復華日本護城河優勢龍頭企業ETF證券投資信託基金","Fuh Hwa Japan Global Moat Leaders ETF","NYSE FactSet日本護城河優勢龍頭企業指數","是","不適用","不適用","不適用","不適用","是","93220253","113/06/20","113/07/01","劉昌祚","(02)8161-6800","台北市八德路二段308號8樓","杜俊雄","張偉智","張偉智","無","","        359,928,000","臺灣集中保管結算所股份有限公司","(02)2719-5805","&#160;台北市復興北路363號11樓","",
="00951",="台新日本半導體ETF","國外成分證券指數股票型基金","台新日本半導體ETF證券投資信託基金","Taishin NYSE FactSet Japan Semiconductor ETF","NYSE FactSet日本半導體指數","是","不適用","不適用","不適用","不適用","是","00508426","113/07/16","113/07/25","黃鈺民","2501-3838","台北市中山區德惠街9-1號1樓","鄭貞茂","葉柱均","葉柱均","NA","","        358,042,000","台灣集中保管結算所股份有限公司","27195805","台北市復興北路363號11樓","",
="00952",="凱基台灣AI 50","國內成分證券指數股票型基金","凱基優選台灣AI 50 ETF證券投資信託基金","KGI Taiwan Premium Selection AI 50 ETF","臺灣指數公司特選臺灣上市上櫃FactSet優選AI 50指數","是","不適用","不適用","不適用","不適用","否","00512110","113/08/26","113/09/05","施政廷","(02)2181-5678","台北市中山區明水路698號","丁紹曾","張慈恩","張慈恩","無","","        366,775,000","臺灣集中保管結算所股份有限公司","0227195805","台北市復興北路363號11樓","",
="00953B",="群益優選非投等債","國外成分證券指數股票型基金","群益優選收益非投資等級債券ETF證券投資信託基金","CAPITAL BB-B COUPON ENHANCED HIGH YIELD BOND EXCHANGE TRADED FUND","ICE 1-5 年 BB-B 級成熟市場信用優息美元非投資等級債券指數","是","不適用","不適用","不適用","不適用","是","00512532","113/08/12","113/08/21","李忠泰","0227067688","台北市大安區敦化南路二段69號15樓","賴政昇","林慧玟","陳明輝","無","無","      1,729,175,000","群益證券投資信託股份有限公司","0227067688","台北市大安區敦化南路二段69號15樓","",
="00954",="中信日本半導體","國外成分證券指數股票型基金","中國信託日本ETF傘型證券投資信託基金之中國信託日本半導體ETF證券投資信託基金","CTBC Japan Semiconductor ETF","NYSE FactSet 日本半導體指數","是","不適用","不適用","不適用","不適用","是","00512651","113/08/09","113/08/20","葉松炫","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","         98,747,000","華南商業銀行股份有限公司","02-2371-3111","臺北市信義區松仁路123號","",
="00956",="中信日經高股息","國外成分證券指數股票型基金","中國信託日本ETF傘型證券投資信託基金之中國信託日經高股息50ETF證券投資信託基金","CTBC Nikkei High Dividend Yield 50 ETF","日經高股息50指數","否","不適用","不適用","不適用","不適用","是","00512630","113/08/09","113/08/20","王建武","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","         37,630,000","永豐商業銀行股份有限公司","02-2505-9999","臺北市中山區南京東路3段36號","",
="00960",="野村全球航運龍頭","國外成分證券指數股票型基金","野村全球航運龍頭息收ETF證券投資信託基金","NEXT FUNDS - Nomura Global Shipping Leaders Income ETF","NYSE FactSet全球航運龍頭息收指數","是","不適用","不適用","不適用","不適用","是","00516397","113/09/09","113/09/20","張怡琳","(02)8101-5501","台北市信義區信義路五段7號30樓","毛昱文","白曼德","白曼德","賴峰彰","","        235,995,000","野村證券投資信託股份有限公司","(02)8101-5501","台北市信義區信義路五段7號30樓","",
="00961",="FT臺灣永續高息","國內成分證券指數股票型基金","富蘭克林華美臺灣ESG永續高息ETF證券投資信託基金","Franklin Templeton SinoAm Taiwan ESG High Dividend ETF","ICE臺灣ESG高息指數","是","不適用","不適用","不適用","不適用","否","00516729","113/10/04","113/10/15","江明鴻","02-2781-9599","106台北市大安區忠孝東路四段87號12樓","黃書明","王亞立","王亞立","無","無","         70,511,000","臺灣集中保管結算所股份有限公司","02-2719-5805","台北市復興北路363號11樓","",
="00962",="台新AI優息動能基金","國內成分證券指數股票型基金","台新臺灣AI優息動能ETF證券投資信託基金","Taishin Taiwan AI High Dividend and Momentum ETF","台灣AI優息動能指數","是","不適用","不適用","不適用","不適用","是","00526070","113/11/27","113/12/06","黃鈺民","(02)25013838","104台北市德惠街9-1號1&#27272;","鄭貞茂","葉柱均","葉柱均","NA","NA","        106,920,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00963",="中信全球高股息","國外成分證券指數股票型基金","中國信託優息ETF傘型證券投資信託基金之中國信託全球高股息ETF證券投資信託基金","CTBC Global High Dividend ETF","NYSE 全球特選高股息自由現金流指數","是","不適用","不適用","不適用","不適用","是","00527303","113/11/05","113/11/14","陳雯卿","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","         70,933,000","永豐商業銀行股份有限公司","02-2505-9999","臺北市中山區南京東路3段36號","",
="00964",="中信亞太高股息","國外成分證券指數股票型基金","中國信託優息ETF傘型證券投資信託基金之中國信託亞太高股息ETF證券投資信託基金","CTBC Asia Pacific High Dividend ETF","NYSE 亞太高股息指數","是","不適用","不適用","不適用","不適用","是","00527296","113/11/05","113/11/14","張苡琤","02-2652-6688","台北市南港區經貿二路188號12樓","陳金榮","陳正華","陳正華","黃伊芃","","         24,624,000","第一商業銀行股份有限公司","02-2348-1111","臺北市中正區重慶南路一段30號","",
="00965",="元大航太防衛科技","國外成分證券指數股票型基金","元大全球航太與防衛科技ETF證券投資信託基金","Yuanta Global Aerospace and Defense Technology ETF","NYSE FactSet全球航太與防衛科技指數","是","不適用","不適用","不適用","不適用","是","00527578","113/11/05","113/11/26","李政剛","(02)27175555","臺北市松山區敦化南路1段66號1樓、4樓、5樓及68號2樓之1","劉宗聖","陳沛宇","陳沛宇","林瑞源","","      1,011,492,000","臺灣集中保管結算所股份有限公司","(02)27195805","台北市復興北路363號11樓","",
="00971",="野村美國研發龍頭","國外成分證券指數股票型基金","野村美日ETF傘型證券投資信託基金之美國創新研發龍頭ETF證券投資信託基金","NEXT FUNDS – Nomura US R&D Leaders Select ETF","彭博研發龍頭指數","否","不適用","不適用","不適用","不適用","是","00534206","113/12/26","114/01/09","林怡君","02-8101-5501","台北市信義區信義路五段7號30樓","毛昱文","白曼德","白曼德","賴峰彰","","         84,177,000","彰化商業銀行股份有限公司","02-2536-2951","台北市中山北路二段57 號12 樓","",
="00972",="野村日本動能高息","國外成分證券指數股票型基金","野村美日ETF傘型證券投資信託基金之日本價值動能高息ETF證券投資信託基金","NEXT FUNDS – Nomura Japan Value-creation Momentum Dividend ETF","彭博日本價值動能高息指數","是","不適用","不適用","不適用","不適用","是","00534233","113/12/26","114/01/09","張怡琳","02-8101-5501","台北市信義區信義路五段7號30樓","毛昱文","白曼德","白曼德","賴峰彰","","         28,672,000","彰化商業銀行股份有限公司","02-2536-2951","台北市中山北路二段57 號12 樓","",
